Startup_ID,Startup_Name,Sector,City,Founded_Year,Funding_Stage,Total_Funding_USD,Investor,Status,Employees,Annual_Revenue_USD,Survival_Years,Is_Unicorn
IN2673,Startup_2673,TravelTech,Chennai,2023,Series D+,28328000,Accel Partners,Acquired,1689,0,2,0
IN2674,Startup_2674,AgriTech,Hyderabad,2015,Series A,1003000,500 Startups,Closed,1365,0,8,0
IN2675,Startup_2675,TravelTech,Bengaluru,2017,Series A,26984000,Sequoia Capital India,Closed,1859,0,4,0
IN2676,Startup_2676,EdTech,Kolkata,2011,Bootstrapped,5528000,Accel Partners,Active,3852,4323000,12,0
IN2677,Startup_2677,HealthTech,Delhi NCR,2013,Bootstrapped,4429000,Accel Partners,Closed,4388,0,4,0
IN2678,Startup_2678,FoodTech,Chennai,2023,Series B,43934000,SAIF Partners,Active,870,31841000,0,0
IN2679,Startup_2679,FinTech,Delhi NCR,2022,Series C,81012000,Angel Network,Closed,4499,0,2,0
IN2680,Startup_2680,AgriTech,Ahmedabad,2023,Pre-Seed,2609000,Bootstrapped,Active,2403,510000,0,0
IN2681,Startup_2681,HealthTech,Hyderabad,2016,Series A,74234000,Matrix Partners,Closed,4794,0,1,0
IN2682,Startup_2682,LogisticsTech,Noida,2020,Bootstrapped,5085000,Nexus Venture,Closed,3265,0,3,0
IN2683,Startup_2683,FoodTech,Bengaluru,2016,Grant,1792000,Matrix Partners,Closed,971,0,2,0
IN2684,Startup_2684,HRTech,Chennai,2021,Series A,2017000,Accel Partners,Active,3332,1454000,2,0
IN2685,Startup_2685,HealthTech,Kolkata,2011,Pre-Seed,116000,SoftBank,Closed,2983,0,1,0
IN2686,Startup_2686,TravelTech,Pune,2022,Series A,9613000,Angel Network,Closed,923,0,1,0
IN2687,Startup_2687,HRTech,Delhi NCR,2014,Series C,7792000,Sequoia Capital India,Closed,2471,0,2,0
IN2688,Startup_2688,LogisticsTech,Noida,2022,Seed,19120000,SoftBank,Acquired,385,0,1,0
IN2689,Startup_2689,EdTech,Chennai,2011,Bootstrapped,2930000,Government Grant,Closed,4508,0,7,0
IN2690,Startup_2690,SaaS,Kolkata,2021,Series B,60761000,Elevation Capital,Closed,2705,0,1,0
IN2691,Startup_2691,SaaS,Jaipur,2011,Seed,1343000,Accel Partners,Active,2264,986000,12,0
IN2692,Startup_2692,LogisticsTech,Pune,2022,Series A,49252000,Elevation Capital,Closed,3479,0,1,0
IN2693,Startup_2693,AgriTech,Ahmedabad,2013,Series D+,30620000,Y Combinator,Closed,912,0,3,0
IN2694,Startup_2694,TravelTech,Mumbai,2017,Grant,452000,SoftBank,Closed,4853,0,3,0
IN2695,Startup_2695,HRTech,Ahmedabad,2018,Seed,9160000,Matrix Partners,Closed,375,0,5,0
IN2696,Startup_2696,FoodTech,Delhi NCR,2013,Bootstrapped,1489000,Nexus Venture,Active,3566,921000,10,0
IN2697,Startup_2697,AgriTech,Pune,2016,Grant,156000,Accel Partners,Closed,3619,0,1,0
IN2698,Startup_2698,FinTech,Ahmedabad,2013,Pre-Seed,5593000,Kalaari Capital,Acquired,3149,0,5,0
IN2699,Startup_2699,FoodTech,Jaipur,2020,Series B,36175000,SoftBank,Closed,802,0,2,0
IN2700,Startup_2700,AgriTech,Pune,2013,Pre-Seed,3556000,Nexus Venture,Closed,599,0,5,0
IN2701,Startup_2701,TravelTech,Chennai,2021,Grant,1731000,Tiger Global,Closed,4611,0,1,0
IN2702,Startup_2702,AgriTech,Pune,2022,Bootstrapped,1617000,Tiger Global,Closed,3695,0,1,0
IN2703,Startup_2703,TravelTech,Jaipur,2023,Series C,20246000,Matrix Partners,Merged,2055,0,1,0
IN2704,Startup_2704,FinTech,Ahmedabad,2020,Bootstrapped,1769000,Accel Partners,Closed,1693,0,2,0
IN2705,Startup_2705,E-Commerce,Jaipur,2016,Grant,1556000,Elevation Capital,Closed,1029,0,2,0
IN2706,Startup_2706,TravelTech,Kolkata,2021,Grant,1835000,Bootstrapped,Closed,249,0,2,0
IN2707,Startup_2707,TravelTech,Jaipur,2016,Series B,31257000,Government Grant,Closed,3037,0,7,0
IN2708,Startup_2708,E-Commerce,Pune,2010,Series D+,75729000,Y Combinator,Closed,4949,0,13,0
IN2709,Startup_2709,HealthTech,Ahmedabad,2013,Bootstrapped,8614000,Kalaari Capital,Closed,4885,0,8,0
IN2710,Startup_2710,LogisticsTech,Pune,2022,Pre-Seed,4097000,Angel Network,Closed,2637,0,2,0
IN2711,Startup_2711,FoodTech,Bengaluru,2021,Grant,4411000,Blume Ventures,Closed,2779,0,2,0
IN2712,Startup_2712,SaaS,Delhi NCR,2016,Seed,60406000,SoftBank,Closed,4318,0,3,0
IN2713,Startup_2713,HealthTech,Delhi NCR,2017,Series B,67537000,Tiger Global,Acquired,3732,0,6,0
IN2714,Startup_2714,E-Commerce,Delhi NCR,2010,Series A,70924000,Blume Ventures,Closed,848,0,2,0
IN2715,Startup_2715,EdTech,Ahmedabad,2023,Series D+,39310000,Elevation Capital,Closed,990,0,2,0
IN2716,Startup_2716,EdTech,Kolkata,2012,Pre-Seed,1278000,500 Startups,Closed,4451,0,6,0
IN2717,Startup_2717,EdTech,Pune,2014,Bootstrapped,1877000,Kalaari Capital,Closed,1441,0,2,0
IN2718,Startup_2718,LogisticsTech,Noida,2010,Series B,48427000,Tiger Global,Closed,244,0,3,0
IN2719,Startup_2719,LogisticsTech,Noida,2022,Pre-Seed,5876000,Nexus Venture,Active,1512,3284000,1,0
IN2720,Startup_2720,SaaS,Ahmedabad,2023,Seed,38314000,Y Combinator,Active,587,14863000,0,0
IN2721,Startup_2721,FinTech,Hyderabad,2022,Seed,23685000,500 Startups,Closed,324,0,2,0
IN2722,Startup_2722,FinTech,Bengaluru,2014,Series B,49886000,Blume Ventures,Closed,1505,0,5,0
IN2723,Startup_2723,SaaS,Kolkata,2019,Series B,60432000,Blume Ventures,Acquired,1311,0,3,0
IN2724,Startup_2724,FoodTech,Kolkata,2013,Pre-Seed,4790000,Sequoia Capital India,Closed,3259,0,6,0
IN2725,Startup_2725,SaaS,Bengaluru,2012,Series D+,42950000,SAIF Partners,Closed,2664,0,2,0
IN2726,Startup_2726,HRTech,Hyderabad,2021,Series B,24555000,Government Grant,Closed,4042,0,1,0
IN2727,Startup_2727,TravelTech,Mumbai,2012,Seed,10077000,Bootstrapped,Acquired,393,0,5,0
IN2728,Startup_2728,HRTech,Kolkata,2010,Series A,25177000,Blume Ventures,Acquired,3238,0,11,0
IN2729,Startup_2729,AgriTech,Delhi NCR,2017,Series A,12219000,SoftBank,Closed,4819,0,4,0
IN2730,Startup_2730,SaaS,Noida,2021,Series D+,50637000,SAIF Partners,Active,4475,19046000,2,0
IN2731,Startup_2731,FinTech,Kolkata,2021,Grant,9055000,Y Combinator,Merged,179,0,1,0
IN2732,Startup_2732,FinTech,Jaipur,2010,Seed,101167000,Tiger Global,Closed,4876,0,1,0
IN2733,Startup_2733,HealthTech,Delhi NCR,2022,Seed,69964000,Nexus Venture,Acquired,1953,0,1,0
IN2734,Startup_2734,SaaS,Pune,2018,Pre-Seed,1226000,Tiger Global,Closed,2856,0,2,0
IN2735,Startup_2735,E-Commerce,Hyderabad,2012,Pre-Seed,2722000,Accel Partners,Merged,335,0,3,0
IN2736,Startup_2736,AgriTech,Chennai,2015,Pre-Seed,3540000,SoftBank,Active,2767,930000,8,0
IN2737,Startup_2737,FinTech,Hyderabad,2023,Bootstrapped,9767000,Government Grant,Closed,4591,0,2,0
IN2738,Startup_2738,E-Commerce,Noida,2013,Series B,18177000,Y Combinator,Closed,2019,0,7,0
IN2739,Startup_2739,HealthTech,Noida,2016,Series A,48505000,Kalaari Capital,Active,4624,29586000,7,0
IN2740,Startup_2740,TravelTech,Hyderabad,2011,Series A,35511000,Government Grant,Acquired,2215,0,2,0
IN2741,Startup_2741,HealthTech,Noida,2010,Grant,6770000,Matrix Partners,Closed,2566,0,10,0
IN2742,Startup_2742,HRTech,Noida,2012,Pre-Seed,857000,Blume Ventures,Closed,3290,0,4,0
IN2743,Startup_2743,EdTech,Ahmedabad,2017,Series C,22373000,Accel Partners,Closed,123,0,4,0
IN2744,Startup_2744,HealthTech,Noida,2022,Series C,51102000,500 Startups,Closed,3673,0,2,0
IN2745,Startup_2745,HRTech,Mumbai,2019,Series A,15677000,Angel Network,Closed,1878,0,1,0
IN2746,Startup_2746,FoodTech,Chennai,2013,Bootstrapped,2126000,Nexus Venture,Closed,3880,0,6,0
IN2747,Startup_2747,HealthTech,Jaipur,2020,Bootstrapped,953000,500 Startups,Closed,1164,0,3,0
IN2748,Startup_2748,FinTech,Noida,2016,Seed,92091000,Sequoia Capital India,Closed,38,0,5,0
IN2749,Startup_2749,HRTech,Delhi NCR,2020,Series C,4896000,Sequoia Capital India,Closed,1567,0,1,0
IN2750,Startup_2750,EdTech,Mumbai,2015,Series B,28499000,Kalaari Capital,Acquired,772,0,5,0
IN2751,Startup_2751,E-Commerce,Delhi NCR,2011,Seed,73414000,Sequoia Capital India,Closed,4240,0,8,0
IN2752,Startup_2752,FoodTech,Noida,2017,Series A,30332000,Tiger Global,Closed,3068,0,6,0
IN2753,Startup_2753,SaaS,Delhi NCR,2012,Seed,16653000,Y Combinator,Closed,2085,0,11,0
IN2754,Startup_2754,AgriTech,Jaipur,2022,Seed,29465000,Sequoia Capital India,Closed,2480,0,2,0
IN2755,Startup_2755,FoodTech,Bengaluru,2016,Grant,4150000,SoftBank,Closed,1713,0,2,0
IN2756,Startup_2756,HealthTech,Noida,2019,Bootstrapped,3241000,Elevation Capital,Closed,470,0,2,0
IN2757,Startup_2757,AgriTech,Ahmedabad,2021,Series C,11070000,500 Startups,Merged,4259,0,2,0
IN2758,Startup_2758,TravelTech,Chennai,2021,Series B,24413000,Government Grant,Acquired,2628,0,2,0
IN2759,Startup_2759,FoodTech,Delhi NCR,2016,Series A,25470000,Matrix Partners,Active,3952,3668000,7,0
IN2760,Startup_2760,HRTech,Delhi NCR,2015,Series C,30193000,Bootstrapped,Acquired,2614,0,6,0
IN2761,Startup_2761,EdTech,Noida,2016,Series A,13975000,Y Combinator,Closed,2872,0,1,0
IN2762,Startup_2762,EdTech,Jaipur,2012,Series D+,53162000,Bootstrapped,Closed,3325,0,3,0
IN2763,Startup_2763,SaaS,Ahmedabad,2012,Bootstrapped,5327000,500 Startups,Closed,1478,0,11,0
IN2764,Startup_2764,FinTech,Mumbai,2023,Series A,29859000,Nexus Venture,Closed,716,0,2,0
IN2765,Startup_2765,HRTech,Noida,2012,Pre-Seed,2123000,Bootstrapped,Closed,3422,0,7,0
IN2766,Startup_2766,HealthTech,Ahmedabad,2010,Series A,322000,500 Startups,Closed,2809,0,1,0
IN2767,Startup_2767,HRTech,Chennai,2016,Series B,16755000,Nexus Venture,Closed,324,0,1,0
IN2768,Startup_2768,E-Commerce,Noida,2011,Pre-Seed,965000,SoftBank,Closed,2014,0,6,0
IN2769,Startup_2769,E-Commerce,Jaipur,2019,Series A,33047000,Blume Ventures,Closed,769,0,1,0
IN2770,Startup_2770,HRTech,Hyderabad,2016,Pre-Seed,1475000,Sequoia Capital India,Closed,4334,0,2,0
IN2771,Startup_2771,FoodTech,Ahmedabad,2020,Pre-Seed,1416000,Accel Partners,Closed,3426,0,1,0
IN2772,Startup_2772,FoodTech,Kolkata,2023,Series A,11037000,SAIF Partners,Closed,2901,0,1,0
IN2773,Startup_2773,FinTech,Noida,2015,Series B,24386000,Matrix Partners,Closed,740,0,8,0
IN2774,Startup_2774,LogisticsTech,Delhi NCR,2023,Series B,12494000,Y Combinator,Closed,1625,0,2,0
IN2775,Startup_2775,EdTech,Bengaluru,2020,Series C,7634000,Matrix Partners,Closed,2456,0,1,0
IN2776,Startup_2776,E-Commerce,Mumbai,2016,Series D+,89957000,Accel Partners,Closed,1612,0,4,0
IN2777,Startup_2777,HealthTech,Ahmedabad,2017,Bootstrapped,4305000,Matrix Partners,Closed,261,0,4,0
IN2778,Startup_2778,E-Commerce,Pune,2019,Series C,107225000,Y Combinator,Closed,2274,0,4,0
IN2779,Startup_2779,EdTech,Ahmedabad,2015,Series D+,44128000,Sequoia Capital India,Active,710,29871000,8,0
IN2780,Startup_2780,FoodTech,Noida,2019,Series B,34912000,Sequoia Capital India,Closed,1383,0,3,0
IN2781,Startup_2781,TravelTech,Hyderabad,2017,Series C,12103000,Government Grant,Closed,4066,0,2,0
IN2782,Startup_2782,E-Commerce,Pune,2015,Bootstrapped,8766000,SAIF Partners,Closed,3186,0,5,0
IN2783,Startup_2783,FoodTech,Noida,2022,Pre-Seed,4373000,Government Grant,Closed,4393,0,2,0
IN2784,Startup_2784,E-Commerce,Kolkata,2023,Series A,62633000,Nexus Venture,Closed,3832,0,1,0
IN2785,Startup_2785,E-Commerce,Jaipur,2016,Series C,1725000,Sequoia Capital India,Active,4881,525000,7,0
IN2786,Startup_2786,TravelTech,Chennai,2020,Series D+,42468000,Tiger Global,Closed,750,0,2,0
IN2787,Startup_2787,SaaS,Hyderabad,2015,Pre-Seed,242000,Government Grant,Acquired,1807,0,8,0
IN2788,Startup_2788,TravelTech,Mumbai,2014,Bootstrapped,2204000,Bootstrapped,Active,3365,1329000,9,0
IN2789,Startup_2789,SaaS,Hyderabad,2017,Series C,32074000,Matrix Partners,Closed,3075,0,1,0
IN2790,Startup_2790,TravelTech,Ahmedabad,2023,Series D+,11613000,Matrix Partners,Acquired,3830,0,1,0
IN2791,Startup_2791,LogisticsTech,Hyderabad,2016,Seed,17957000,Angel Network,Closed,715,0,5,0
IN2792,Startup_2792,AgriTech,Jaipur,2021,Pre-Seed,605000,Blume Ventures,Merged,1369,0,1,0
IN2793,Startup_2793,FinTech,Jaipur,2014,Series D+,54803000,Y Combinator,Active,4606,18567000,9,0
IN2794,Startup_2794,SaaS,Hyderabad,2015,Bootstrapped,3007000,Kalaari Capital,Closed,301,0,4,0
IN2795,Startup_2795,E-Commerce,Ahmedabad,2014,Bootstrapped,2732000,Sequoia Capital India,Closed,3248,0,8,0
IN2796,Startup_2796,FoodTech,Hyderabad,2010,Bootstrapped,3960000,500 Startups,Closed,987,0,9,0
IN2797,Startup_2797,HealthTech,Delhi NCR,2021,Series A,79940000,Blume Ventures,Closed,4709,0,2,0
IN2798,Startup_2798,EdTech,Noida,2010,Grant,4066000,Kalaari Capital,Closed,1788,0,9,0
IN2799,Startup_2799,AgriTech,Noida,2022,Pre-Seed,3008000,Elevation Capital,Closed,3399,0,1,0
IN2800,Startup_2800,SaaS,Delhi NCR,2021,Grant,183000,Y Combinator,Merged,2581,0,2,0
IN2801,Startup_2801,FinTech,Pune,2019,Series A,14595000,Blume Ventures,Closed,482,0,3,0
IN2802,Startup_2802,TravelTech,Kolkata,2022,Seed,18126000,Angel Network,Closed,3629,0,1,0
IN2803,Startup_2803,LogisticsTech,Kolkata,2013,Series A,45800000,Matrix Partners,Acquired,1336,0,10,0
IN2804,Startup_2804,FinTech,Ahmedabad,2013,Series A,61322000,Elevation Capital,Closed,658,0,10,0
IN2805,Startup_2805,TravelTech,Delhi NCR,2017,Seed,18899000,Kalaari Capital,Closed,1673,0,2,0
IN2806,Startup_2806,FoodTech,Mumbai,2017,Pre-Seed,4114000,Nexus Venture,Closed,2151,0,2,0
IN2807,Startup_2807,LogisticsTech,Noida,2014,Series A,43134000,Elevation Capital,Active,4389,24380000,9,0
IN2808,Startup_2808,E-Commerce,Mumbai,2020,Series B,33553000,Bootstrapped,Merged,4929,0,3,0
IN2809,Startup_2809,FinTech,Mumbai,2014,Series D+,73454000,Matrix Partners,Closed,3685,0,1,0
IN2810,Startup_2810,LogisticsTech,Noida,2012,Seed,49208000,Blume Ventures,Closed,1557,0,1,0
IN2811,Startup_2811,AgriTech,Pune,2019,Series A,10935000,SAIF Partners,Merged,4201,0,3,0
IN2812,Startup_2812,E-Commerce,Bengaluru,2021,Series A,76434000,Y Combinator,Closed,619,0,2,0
IN2813,Startup_2813,TravelTech,Mumbai,2016,Grant,4174000,Matrix Partners,Closed,3089,0,6,0
IN2814,Startup_2814,SaaS,Hyderabad,2020,Seed,45217000,Elevation Capital,Closed,426,0,1,0
IN2815,Startup_2815,LogisticsTech,Pune,2022,Series A,39312000,Accel Partners,Acquired,2693,0,1,0
IN2816,Startup_2816,E-Commerce,Ahmedabad,2022,Pre-Seed,636000,Elevation Capital,Closed,1280,0,2,0
IN2817,Startup_2817,SaaS,Bengaluru,2017,Pre-Seed,3600000,SAIF Partners,Closed,259,0,5,0
IN2818,Startup_2818,EdTech,Ahmedabad,2012,Bootstrapped,1342000,Matrix Partners,Closed,4509,0,3,0
IN2819,Startup_2819,SaaS,Pune,2023,Series D+,2259000,Y Combinator,Closed,159,0,2,0
IN2820,Startup_2820,HealthTech,Jaipur,2018,Series D+,16791000,Bootstrapped,Merged,3827,0,3,0
IN2821,Startup_2821,EdTech,Mumbai,2016,Pre-Seed,4747000,Accel Partners,Closed,4915,0,4,0
IN2822,Startup_2822,EdTech,Delhi NCR,2022,Grant,1077000,SAIF Partners,Closed,273,0,1,0
IN2823,Startup_2823,FinTech,Hyderabad,2019,Seed,76455000,Government Grant,Closed,1437,0,4,0
IN2824,Startup_2824,E-Commerce,Pune,2014,Series C,88416000,Matrix Partners,Closed,1508,0,5,0
IN2825,Startup_2825,AgriTech,Jaipur,2020,Grant,334000,Sequoia Capital India,Acquired,2420,0,3,0
IN2826,Startup_2826,HealthTech,Pune,2012,Series D+,53821000,Elevation Capital,Closed,739,0,3,0
IN2827,Startup_2827,E-Commerce,Ahmedabad,2015,Series B,60825000,Nexus Venture,Active,4670,23631000,8,0
IN2828,Startup_2828,FinTech,Hyderabad,2019,Bootstrapped,5414000,Tiger Global,Closed,2407,0,2,0
IN2829,Startup_2829,LogisticsTech,Chennai,2012,Series C,21421000,Angel Network,Active,3482,5181000,11,0
IN2830,Startup_2830,EdTech,Jaipur,2023,Grant,6236000,Nexus Venture,Closed,135,0,1,0
IN2831,Startup_2831,LogisticsTech,Pune,2023,Series A,52482000,Elevation Capital,Closed,3702,0,2,0
IN2832,Startup_2832,E-Commerce,Jaipur,2015,Series C,44247000,Tiger Global,Merged,1620,0,3,0
IN2833,Startup_2833,E-Commerce,Kolkata,2010,Bootstrapped,5121000,Government Grant,Closed,4335,0,7,0
IN2834,Startup_2834,SaaS,Noida,2011,Series A,21832000,Y Combinator,Closed,3971,0,11,0
IN2835,Startup_2835,HealthTech,Delhi NCR,2021,Pre-Seed,1698000,SAIF Partners,Merged,3171,0,1,0
IN2836,Startup_2836,HealthTech,Kolkata,2019,Series A,37701000,Accel Partners,Active,3718,28708000,4,0
IN2837,Startup_2837,HRTech,Noida,2016,Series A,12132000,Elevation Capital,Closed,4835,0,5,0
IN2838,Startup_2838,HealthTech,Noida,2021,Series B,67709000,Angel Network,Closed,3913,0,2,0
IN2839,Startup_2839,TravelTech,Jaipur,2017,Grant,851000,500 Startups,Closed,3555,0,1,0
IN2840,Startup_2840,SaaS,Mumbai,2013,Series C,3563000,Y Combinator,Closed,2062,0,10,0
IN2841,Startup_2841,E-Commerce,Mumbai,2015,Series B,82166000,Government Grant,Closed,4913,0,2,0
IN2842,Startup_2842,HealthTech,Delhi NCR,2016,Pre-Seed,8074000,Nexus Venture,Active,2439,704000,7,0
IN2843,Startup_2843,FoodTech,Kolkata,2012,Seed,15352000,Bootstrapped,Merged,1860,0,1,0
IN2844,Startup_2844,SaaS,Noida,2011,Series B,1315000,SAIF Partners,Closed,4711,0,8,0
IN2845,Startup_2845,AgriTech,Delhi NCR,2020,Grant,2370000,SAIF Partners,Closed,3563,0,3,0
IN2846,Startup_2846,AgriTech,Kolkata,2014,Series A,26718000,Angel Network,Closed,1111,0,5,0
IN2847,Startup_2847,FinTech,Chennai,2019,Series A,22327000,Kalaari Capital,Active,1903,1635000,4,0
IN2848,Startup_2848,FoodTech,Kolkata,2016,Seed,13162000,500 Startups,Closed,3284,0,2,0
IN2849,Startup_2849,HRTech,Jaipur,2023,Pre-Seed,3002000,Matrix Partners,Closed,4376,0,1,0
IN2850,Startup_2850,FinTech,Mumbai,2017,Series D+,112261000,Blume Ventures,Closed,3348,0,4,0
IN2851,Startup_2851,EdTech,Jaipur,2016,Series D+,12404000,Government Grant,Merged,2380,0,7,0
IN2852,Startup_2852,FinTech,Pune,2013,Series C,14902000,Tiger Global,Closed,2606,0,4,0
IN2853,Startup_2853,EdTech,Hyderabad,2017,Series D+,7935000,Sequoia Capital India,Acquired,4066,0,4,0
IN2854,Startup_2854,FoodTech,Hyderabad,2020,Series A,49530000,Kalaari Capital,Active,510,10863000,3,0
IN2855,Startup_2855,EdTech,Noida,2022,Series A,11900000,Kalaari Capital,Merged,4784,0,1,0
IN2856,Startup_2856,HRTech,Hyderabad,2018,Grant,1614000,SoftBank,Closed,2445,0,2,0
IN2857,Startup_2857,SaaS,Pune,2014,Grant,4268000,Government Grant,Closed,2221,0,8,0
IN2858,Startup_2858,LogisticsTech,Bengaluru,2017,Bootstrapped,4651000,Kalaari Capital,Acquired,540,0,1,0
IN2859,Startup_2859,FoodTech,Kolkata,2015,Seed,30474000,Government Grant,Closed,3862,0,1,0
IN2860,Startup_2860,TravelTech,Chennai,2011,Grant,4325000,Tiger Global,Closed,4411,0,10,0
IN2861,Startup_2861,AgriTech,Mumbai,2014,Series D+,38867000,Sequoia Capital India,Closed,4958,0,2,0
IN2862,Startup_2862,TravelTech,Chennai,2018,Pre-Seed,2455000,Accel Partners,Closed,783,0,3,0
IN2863,Startup_2863,FoodTech,Pune,2014,Bootstrapped,1256000,Bootstrapped,Closed,960,0,7,0
IN2864,Startup_2864,FinTech,Ahmedabad,2023,Grant,3456000,Elevation Capital,Active,2015,2486000,0,0
IN2865,Startup_2865,FinTech,Pune,2015,Series C,33517000,Sequoia Capital India,Closed,2038,0,3,0
IN2866,Startup_2866,HealthTech,Mumbai,2022,Pre-Seed,5309000,Matrix Partners,Closed,1315,0,1,0
IN2867,Startup_2867,E-Commerce,Jaipur,2015,Bootstrapped,3095000,Angel Network,Closed,174,0,8,0
IN2868,Startup_2868,TravelTech,Jaipur,2010,Series A,7169000,Angel Network,Closed,2770,0,2,0
IN2869,Startup_2869,LogisticsTech,Pune,2021,Bootstrapped,1256000,SoftBank,Closed,1941,0,2,0
IN2870,Startup_2870,LogisticsTech,Delhi NCR,2013,Pre-Seed,3637000,Blume Ventures,Acquired,2459,0,5,0
IN2871,Startup_2871,FinTech,Jaipur,2018,Pre-Seed,10093000,Blume Ventures,Closed,350,0,5,0
IN2872,Startup_2872,HRTech,Jaipur,2017,Pre-Seed,153000,Bootstrapped,Closed,964,0,5,0
IN2873,Startup_2873,HRTech,Mumbai,2018,Series C,2852000,SoftBank,Acquired,1191,0,4,0
IN2874,Startup_2874,LogisticsTech,Mumbai,2011,Series D+,33302000,SAIF Partners,Closed,387,0,6,0
IN2875,Startup_2875,HealthTech,Kolkata,2013,Series A,10296000,Bootstrapped,Closed,3305,0,1,0
IN2876,Startup_2876,SaaS,Ahmedabad,2022,Series A,22051000,Elevation Capital,Closed,3855,0,1,0
IN2877,Startup_2877,FoodTech,Ahmedabad,2014,Series D+,14919000,Angel Network,Closed,466,0,9,0
IN2878,Startup_2878,HealthTech,Hyderabad,2011,Grant,2625000,Angel Network,Closed,603,0,10,0
IN2879,Startup_2879,HRTech,Chennai,2021,Series B,14801000,Government Grant,Closed,3982,0,2,0
IN2880,Startup_2880,LogisticsTech,Delhi NCR,2023,Bootstrapped,1974000,Government Grant,Closed,4722,0,2,0
IN2881,Startup_2881,FinTech,Chennai,2013,Pre-Seed,4643000,Angel Network,Closed,4381,0,5,0
IN2882,Startup_2882,FinTech,Delhi NCR,2015,Grant,10891000,Sequoia Capital India,Acquired,1772,0,7,0
IN2883,Startup_2883,TravelTech,Kolkata,2010,Series D+,2427000,SoftBank,Acquired,342,0,7,0
IN2884,Startup_2884,LogisticsTech,Hyderabad,2016,Pre-Seed,793000,SAIF Partners,Closed,720,0,6,0
IN2885,Startup_2885,LogisticsTech,Pune,2023,Pre-Seed,3535000,Sequoia Capital India,Closed,1774,0,1,0
IN2886,Startup_2886,HRTech,Mumbai,2012,Pre-Seed,838000,Sequoia Capital India,Acquired,1174,0,6,0
IN2887,Startup_2887,HealthTech,Bengaluru,2019,Series C,62064000,Government Grant,Closed,3770,0,3,0
IN2888,Startup_2888,HRTech,Ahmedabad,2021,Series D+,4013000,Bootstrapped,Closed,1531,0,2,0
IN2889,Startup_2889,FinTech,Bengaluru,2019,Bootstrapped,10363000,Blume Ventures,Active,2859,7647000,4,0
IN2890,Startup_2890,FoodTech,Pune,2020,Series D+,13777000,Bootstrapped,Closed,4839,0,1,0
IN2891,Startup_2891,FinTech,Chennai,2014,Series C,111125000,SoftBank,Closed,4211,0,2,0
IN2892,Startup_2892,EdTech,Jaipur,2010,Seed,47700000,Kalaari Capital,Closed,2872,0,9,0
IN2893,Startup_2893,E-Commerce,Pune,2023,Series C,44036000,Matrix Partners,Closed,1287,0,1,0
IN2894,Startup_2894,HRTech,Chennai,2012,Seed,17377000,Kalaari Capital,Closed,3339,0,7,0
IN2895,Startup_2895,FinTech,Hyderabad,2022,Bootstrapped,5069000,Tiger Global,Active,2538,2313000,1,0
IN2896,Startup_2896,FinTech,Ahmedabad,2010,Series C,77021000,Government Grant,Closed,3455,0,7,0
IN2897,Startup_2897,FinTech,Delhi NCR,2013,Series D+,8015000,SAIF Partners,Acquired,2993,0,1,0
IN2898,Startup_2898,EdTech,Chennai,2013,Pre-Seed,1859000,Angel Network,Active,740,683000,10,0
IN2899,Startup_2899,EdTech,Chennai,2016,Pre-Seed,3532000,Sequoia Capital India,Closed,3061,0,2,0
IN2900,Startup_2900,HealthTech,Pune,2014,Seed,53289000,Nexus Venture,Closed,3625,0,5,0
IN2901,Startup_2901,FinTech,Kolkata,2014,Series D+,81761000,Kalaari Capital,Closed,3832,0,1,0
IN2902,Startup_2902,AgriTech,Ahmedabad,2011,Seed,37303000,Bootstrapped,Closed,4717,0,9,0
IN2903,Startup_2903,LogisticsTech,Kolkata,2021,Series C,24396000,SoftBank,Acquired,3521,0,2,0
IN2904,Startup_2904,LogisticsTech,Mumbai,2018,Series B,19472000,Elevation Capital,Closed,4056,0,3,0
IN2905,Startup_2905,TravelTech,Ahmedabad,2016,Pre-Seed,2114000,Government Grant,Closed,1523,0,2,0
